SourceSet,機能,画面/API,ケースID,テストケース名,前提条件,入力,手順,期待結果,観点,元観点区分,種別,優先度,リリースゲート,自動化,実装参照,確認証跡,備考,実行状況,実行結果,担当,証跡リンク,MVP最小実施,実施順,有効_実行状況,有効_実行結果,実施方式,実施環境,自動化対象,前提データ,実行備考
reviewable,管理アクセス制御,src/app/admin/(protected)/layout.tsx,AL-001,未ログインで保護 URL にアクセスするとログインへ,管理用 Cookie なし,GET /admin/event-days（保護配下の任意）,ブラウザまたは fetch（リダイレクト追跡）,302 で /admin/login へ。保護ページの HTML は返さない。,権限・未認証の情報漏えい防止,権限・未認証の情報漏えい防止,権限,P0,MVP必須,既存レビュー用データ,src/app/admin/(protected)/layout.tsx,HTTP / DB / 画面（ケース記述参照）,【分岐】getAdminUser() が null → redirect 【リスク】未認証に一覧・個人情報が見える。 参照:src/app/admin/(protected)/layout.tsx | 旧:—,,,,,対象,1-01,"=IF($W26=""対象"",IFERROR(IF(xlookup($D26,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D26,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S26),$S26),$S26)","=IF($W26=""対象"",IFERROR(IF(xlookup($D26,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D26,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T26),$T26),$T26)",manual,staging,no,なし,未ログインCookieで保護URL。staging-smoke は fetch のみのため未カバー。Playwright 等で将来自動化可
reviewable,管理アクセス制御,src/lib/auth/require-admin.ts + (protected)/layout,AL-002,ログイン済みだが app_admins に無いユーザーは保護ページ不可,Supabase ユーザーは作成済みだが app_admins に行が無いアカウント,そのセッションで GET /admin/event-days,同上,getAdminUser が null と同扱いで /admin/login へ。管理者以外の一般ユーザーが URL を知っていても入れない。,権限誤付与・水平権限,権限誤付与・水平権限,権限,P0,MVP必須,既存レビュー用データ,require-admin.ts,HTTP / DB / 画面（ケース記述参照）,【分岐】auth.getUser 成功後 app_admins maybeSingle が空 【リスク】職員以外が運用データを閲覧。 参照:require-admin.ts,,,,,対象,1-02,"=IF($W27=""対象"",IFERROR(IF(xlookup($D27,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D27,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S27),$S27),$S27)","=IF($W27=""対象"",IFERROR(IF(xlookup($D27,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D27,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T27),$T27),$T27)",manual,staging,no,非adminのログイン済みアカウント,403/リダイレクトはブラウザ確認が主
reviewable,管理アクセス制御,同上,AL-003,app_admins ユーザーは保護ページが表示される,管理者セッション,GET /admin/dashboard,200、ヘッダにメール表示等,200、レイアウト内に子ページ。リダイレクトしない。,正常系の基準,正常系の基準,正常系,P0,MVP必須,既存レビュー用データ,(protected)/layout.tsx,HTTP / DB / 画面（ケース記述参照）,【分岐】user 真 参照:(protected)/layout.tsx,,,,,対象,1-03,"=IF($W28=""対象"",IFERROR(IF(xlookup($D28,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D28,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S28),$S28),$S28)","=IF($W28=""対象"",IFERROR(IF(xlookup($D28,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D28,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T28),$T28),$T28)",manual,staging,no,app_admins ユーザーのログイン済みセッション,管理画面表示の目視確認
reviewable,管理アクセス制御,src/app/admin/(public)/layout.tsx,AL-004,管理者が /admin/login を開くと開催日一覧へ飛ばされる,管理者セッション,GET /admin/login,リダイレクト先確認,302 で /admin/event-days（実装の redirect 先）。二重ログイン防止。,リダイレクト先不整合の防止,リダイレクト先不整合の防止,状態遷移,P1,リリース前推奨,既存レビュー用データ,admin/(public)/layout.tsx,HTTP / DB / 画面（ケース記述参照）,【分岐】getAdminUser 真で redirect 【リスク】ログイン画面がループしないこと。 参照:admin/(public)/layout.tsx,,,,,,,"=IF($W29=""対象"",IFERROR(IF(xlookup($D29,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D29,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S29),$S29),$S29)","=IF($W29=""対象"",IFERROR(IF(xlookup($D29,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D29,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T29),$T29),$T29)",manual,staging,no,なし〜adminアカウント,Master 行: AL 系ヒューリスティック
reviewable,管理アクセス制御,src/app/admin/page.tsx,AL-005,/admin ルートのエントリ（管理者は event-days、未認証は login）,セッション有無で分岐,GET /admin,両パターン試験,管理者→/admin/event-days。未認証→/admin/login。,エントリ一貫性,エントリ一貫性,状態遷移,P1,リリース前推奨,既存レビュー用データ,admin/page.tsx,HTTP / DB / 画面（ケース記述参照）,参照:admin/page.tsx,,,,,,,"=IF($W30=""対象"",IFERROR(IF(xlookup($D30,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D30,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S30),$S30),$S30)","=IF($W30=""対象"",IFERROR(IF(xlookup($D30,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D30,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T30),$T30),$T30)",manual,staging,no,なし〜adminアカウント,Master 行: AL 系ヒューリスティック
reviewable,管理ダッシュボード,GET /api/admin/dashboard/next-event-day,MVP-DASH-200,after より後に開催日なしは day null／ありは 1 件,DB seed 2 パターン,?after=2099-12-31 と過去日,GET,200。null または hub summary オブジェクト。,運用の起点,運用の起点,正常系,P0,MVP必須,既存レビュー用データ,,HTTP / DB / 画面（ケース記述参照）,"旧:TC-MVP-ADM-DASH-200N,Y 統合",,,,,対象,1-05,"=IF($W31=""対象"",IFERROR(IF(xlookup($D31,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D31,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S31),$S31),$S31)","=IF($W31=""対象"",IFERROR(IF(xlookup($D31,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D31,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T31),$T31),$T31)",staging-smoke,staging,partial,admin cookie必要,同上。after=2099-12-31 で day:null を検証。別分岐（開催日あり）はデータ依存のため未網羅
reviewable,管理ダッシュボード,GET /api/admin/dashboard/next-event-day,MVP-DASH-400,after 欠落または暦日無効は 400,管理者,クエリなし / after=2026-02-30,GET,400。day は返さない。,クエリ検証,クエリ検証,境界値,P0,MVP必須,既存レビュー用データ,next-event-day/route.ts,HTTP / DB / 画面（ケース記述参照）,"参照:next-event-day/route.ts | 旧:TC-MVP-ADM-DASH-400A,B 統合",,,,,対象,1-04,"=IF($W32=""対象"",IFERROR(IF(xlookup($D32,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D32,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S32),$S32),$S32)","=IF($W32=""対象"",IFERROR(IF(xlookup($D32,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D32,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T32),$T32),$T32)",staging-smoke,staging,partial,admin cookie必要（STAGING_ADMIN_COOKIE）,tests/staging/staging-smoke.staging.test.ts。Cookie 未設定時は it skip
reviewable,締切Cron（JOB01）,GET|POST /api/cron/lock-event-days,CK-001,Bearer 不一致は 401（再実行含め毎回検証）,CRON_SECRET が 16 文字以上で設定済み,Authorization: Bearer 誤り,GET,401 JSON。event_days は更新されない。,権限・不正実行防止,権限・不正実行防止,権限,P0,MVP必須,既存レビュー用データ,lock-event-days/route.ts、cron-auth.ts,HTTP / DB / 画面（ケース記述参照）,"【分岐】authorizeCronBearer 偽 【リスク】第三者が締切処理を起動。 参照:lock-event-days/route.ts、cron-auth.ts | 統合旧:TC-AUTH-004,TC-CRN-lock-event-days-SEC-401,TC-EX-IN-CR-02",,,,,対象,3-01,"=IF($W33=""対象"",IFERROR(IF(xlookup($D33,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D33,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S33),$S33),$S33)","=IF($W33=""対象"",IFERROR(IF(xlookup($D33,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D33,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T33),$T33),$T33)",staging-smoke,staging,partial,なし（Bearer誤り）／本仕様の再実行検証は別途,401 または 503（CRON_SECRET 未設定時）を許容。staging-smoke に実装
reviewable,締切Cron（JOB01）,GET|POST /api/cron/lock-event-days,CK-002,CRON_SECRET 未設定または短すぎると 503,CRON_SECRET 無効な環境（ローカル検証用）,Bearer 正でも不可,GET,503、設定案内 JSON。DB 更新なし。,本番設定ミス検知,本番設定ミス検知,異常系,P0,MVP必須,既存レビュー用データ,lock-event-days/route.ts,HTTP / DB / 画面（ケース記述参照）,"【分岐】cronSecretConfigured 偽 参照:lock-event-days/route.ts | 統合旧:TC-AUTH-005,TC-CRN-lock-event-days-SEC-503,TC-EX-IN-CR-01",,,,,対象,3-02,"=IF($W34=""対象"",IFERROR(IF(xlookup($D34,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D34,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S34),$S34),$S34)","=IF($W34=""対象"",IFERROR(IF(xlookup($D34,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D34,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T34),$T34),$T34)",local-integration,local,partial,CRON_SECRET 未設定または短い値のプロセス起動,Staging の環境変数は操作不可のため local-integration
reviewable,締切Cron（JOB01）,GET|POST /api/cron/lock-event-days,CK-003,対象 open かつ締切済みが 0 件のときは配列空で成功,締切未到来の open のみ、または open 自体なし,正しい Bearer,GET,200 ok true、minimumCancelledCount=0、lockedCount=0、配列空。event_days に変更なし。,無駄更新なし,無駄更新なし,正常系,P0,MVP必須,既存レビュー用データ,process-reservation-deadline.ts,HTTP / DB / 画面（ケース記述参照）,【分岐】processReservationDeadlinePassed が空ループ 【リスク】誤って「処理失敗」と判断しない。 参照:process-reservation-deadline.ts | 旧:TC-CRN-lock-event-days-OK-200（部分）,,,,,対象,3-03,"=IF($W35=""対象"",IFERROR(IF(xlookup($D35,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D35,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S35),$S35),$S35)","=IF($W35=""対象"",IFERROR(IF(xlookup($D35,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D35,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T35),$T35),$T35)",local-integration,local,partial,該当0件のDB状態,Cron 本体の戻り配列検証
reviewable,締切Cron（JOB01）,processReservationDeadlinePassed,CK-010,締切前の open はクエリ対象外（更新なし）,open かつ reservation_deadline_at > now,Cron 実行時刻を nowIso として送る,GET lock-event-days,該当行は dueRows に含まれない。status は open のまま。,締切時刻の境界,締切時刻の境界,境界値,P0,MVP必須,既存レビュー用データ,process-reservation-deadline.ts:143-147,HTTP / DB / 画面（ケース記述参照）,"【分岐】.lte(reservation_deadline_at, nowIso) 【リスク】早締め・誤時刻で予約受付が止まる事故。 参照:process-reservation-deadline.ts:143-147",,,,,対象,3-04,"=IF($W36=""対象"",IFERROR(IF(xlookup($D36,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D36,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S36),$S36),$S36)","=IF($W36=""対象"",IFERROR(IF(xlookup($D36,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D36,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T36),$T36),$T36)",local-integration,local,partial,締切前 open の seed,
reviewable,締切Cron（JOB01）,applyDeadlinePassOutcomeForDueOpenRow,CK-011,締切後・active 数 < 3 → cancelled_minimum と通知フロー,open・締切過去・active 予約が 2 件以下,Cron 1 回,GET lock-event-days 後に DB 参照,minimumCancelledIds に id。event_days.status=cancelled_minimum。最少催行メール用 notifications が作成／送信試行（メール基盤未設定時は要確認: ログのみ等）。,最少催行・顧客通知,最少催行・顧客通知,状態遷移,P0,MVP必須,既存レビュー用データ,process-reservation-deadline.ts:200-212,HTTP / DB / 画面（ケース記述参照）,【分岐】activeCount < MIN_TEAMS_TO_HOLD(3) かつ update 成功 【リスク】中止連絡遅れで現地トラブル。 参照:process-reservation-deadline.ts:200-212 | 旧:TC-CRN-LOCK-BIZ-001,,,,,対象,3-05,"=IF($W37=""対象"",IFERROR(IF(xlookup($D37,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D37,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S37),$S37),$S37)","=IF($W37=""対象"",IFERROR(IF(xlookup($D37,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D37,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T37),$T37),$T37)",local-integration,local,partial,締切後・active<3・通知モック等,最少催行分岐はデータ依存が強い
reviewable,締切Cron（JOB01）,applyDeadlinePassOutcomeForDueOpenRow,CK-012,締切後・active 数 >= 3 → locked（JOB02 前提）,open・締切過去・active 3 件以上,Cron 1 回,DB,lockedIds に id。event_days.status=locked。最少催行メールは送られない（cancelled_minimum にならない）。,編成ロック,編成ロック,状態遷移,P0,MVP必須,既存レビュー用データ,process-reservation-deadline.ts:216-226,HTTP / DB / 画面（ケース記述参照）,【分岐】activeCount >= 3 かつ open→locked update 成功 参照:process-reservation-deadline.ts:216-226 | 旧:TC-CRN-LOCK-BIZ-002,,,,,対象,3-06,"=IF($W38=""対象"",IFERROR(IF(xlookup($D38,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D38,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S38),$S38),$S38)","=IF($W38=""対象"",IFERROR(IF(xlookup($D38,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D38,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T38),$T38),$T38)",local-integration,local,partial,締切後・active>=3 の seed,
reviewable,締切Cron（JOB01）,applyDeadlinePassOutcomeForDueOpenRow,CK-013,"同一開催日が既に locked 等なら .eq(status,open) で更新 0 行→unchanged",手動で先に locked にした行が締切条件にもかかるケース（通常はクエリ外だが競合時）,Cron,applyDeadlinePassOutcomeForDueOpenRow が unchanged を返す状況を再現,minimumCancelledIds/lockedIds に含まれない（親ループで何も push されない）。,競合・二重遷移,競合・二重遷移,冪等性,P1,リリース前推奨,既存レビュー用データ,process-reservation-deadline.ts:200-227,HTTP / DB / 画面（ケース記述参照）,【分岐】update maybeSingle が空 【リスク】他操作とのレースで状態が壊れないこと。 参照:process-reservation-deadline.ts:200-227,,,,,,,"=IF($W39=""対象"",IFERROR(IF(xlookup($D39,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D39,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S39),$S39),$S39)","=IF($W39=""対象"",IFERROR(IF(xlookup($D39,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D39,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T39),$T39),$T39)",local-integration,local,partial,cron secret・seed・モック,Staging で環境操作が難しい前提（ヒューリスティック）
reviewable,締切Cron（JOB01）,lock-event-days/route.ts,CK-020,複数開催日が混在（一部最少中止・一部 locked）,締切過去 open が 2 日以上、チーム数が日ごとに上下,Cron 1 回,レスポンス JSON の 2 配列と DB,各 id が正しい配列にのみ出現。取り違えなし。,部分失敗・混在データ,部分失敗・混在データ,整合性,P1,リリース前推奨,既存レビュー用データ,processReservationDeadlinePassed,HTTP / DB / 画面（ケース記述参照）,【分岐】for ループ逐次処理 参照:processReservationDeadlinePassed,,,,,,,"=IF($W40=""対象"",IFERROR(IF(xlookup($D40,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D40,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S40),$S40),$S40)","=IF($W40=""対象"",IFERROR(IF(xlookup($D40,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D40,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T40),$T40),$T40)",local-integration,local,partial,cron secret・seed・モック,Staging で環境操作が難しい前提（ヒューリスティック）
reviewable,締切Cron（JOB01）,lock-event-days/route.ts,CK-021,冪等: 2 回目の Cron は open+締切済みが無ければ両配列 0,CK-012 実行直後,同じ Bearer で GET 再実行,2 回目,200、lockedCount=0（新規ロックなし）。event_days は既に locked のまま。,再実行,再実行,冪等性,P0,MVP必須,既存レビュー用データ,process-reservation-deadline.ts,HTTP / DB / 画面（ケース記述参照）,【分岐】dueRows が空 【リスク】二重通知・二重状態遷移が起きない。 参照:process-reservation-deadline.ts,,,,,対象,3-07,"=IF($W41=""対象"",IFERROR(IF(xlookup($D41,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D41,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S41),$S41),$S41)","=IF($W41=""対象"",IFERROR(IF(xlookup($D41,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D41,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T41),$T41),$T41)",local-integration,local,partial,同一状態で2回叩ける seed,冪等性
reviewable,締切Cron（JOB01）,processReservationDeadlinePassed,CK-030,一覧取得 listErr で 500（例外 catch）,DB 障害シミュレーション（要確認: テスト環境でのみ）,GET,—,500 ok false、error メッセージ。lockedIds は返さない（中途半端な成功 JSON にならない）。,DB 障害時の誤成功表示,DB 障害時の誤成功表示,異常系,P1,リリース前推奨,既存レビュー用データ,lock-event-days/route.ts:37-49,HTTP / DB / 画面（ケース記述参照）,【分岐】listErr throw 参照:lock-event-days/route.ts:37-49 | 旧TSV の DB エラー行を具体化,,,,,,,"=IF($W42=""対象"",IFERROR(IF(xlookup($D42,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D42,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S42),$S42),$S42)","=IF($W42=""対象"",IFERROR(IF(xlookup($D42,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D42,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T42),$T42),$T42)",local-integration,local,partial,cron secret・seed・モック,Staging で環境操作が難しい前提（ヒューリスティック）
